,link,price,name,location,date
0,https://jo.sogarab.com/ad-100804.html,8450 دينار,"

تويوتا بريوس 2009 للبيع

بريوس 2009 للبيع
بطارية جديد من الوكالة قبل 6 اشهر كفالة 3 سنين الفواتير

",الزرقاء، عمان و, 02/05/2022
1,https://jo.sogarab.com/ad-99450.html,24800 دينار,"

2020 Lexus LX 570

Excellent Used 2020 Lexus LX 570 for sale in good and perfect working condition
No accidents, No mechanical faults
Transmission:

",الجيزه، Giza, 11/30/2021
2,https://jo.sogarab.com/ad-99092.html,000022 دينار,"

2020 Mercedes-Benz AMG

FOR MORE DETAILS PRICES AND PICTURES CONTACT WHATSAPP NOW +44 7440 425813
The AMG® GT is offered in GT and GT C trim levels, along

",الرمثا، Aman, 11/15/2021
3,https://jo.sogarab.com/ad-99090.html,14184 دينار,"

2018 Lexus RX 350 Full Options for sale

Lexus Rx 350 SUV 2018 GCC is very clean like brand new with warranty,Red 2018 model, This car has automatic transmission.GCC specs.


",الزرقاء، Zarqa, 11/15/2021
4,https://jo.sogarab.com/ad-97664.html,6500 دينار,"

1997 Toyota Supra Turbo

1997 Toyota Supra Turbo for sale in an excellent condition, no accident and well maintained and it has perfect tires with sound engine.

",عمان، amman, 09/23/2021
5,https://jo.sogarab.com/ad-96546.html,1850 دينار,"

كيا سيفيا جير اتوماتيك 1996

كيا سيفيا جسر اتوماتيك 1996، مكيانيك جيد، بحاجه الى دهان و تنجيد و صنوبرص،

",الزرقاء، الزرقاء, 07/28/2021
6,https://jo.sogarab.com/ad-96297.html,46000 دينار,"

لاند كروزر v6 برايم عماني ???? للبيع

لاند كروزر v6 2015 مواصفات خاصة برايم عماني مرخصة
لون اسود ملوكي
كراسي جلد

",عمان، الاردن, 07/11/2021
7,https://jo.sogarab.com/ad-94301.html,2 دينار,"

2016 Range Rover Autobiography

For sale 2016 Range Rover Autobiography, No accident record and there is no mechanical or engine fault.
Exterior Color: White

",عمان، amman, 03/31/2021
8,https://jo.sogarab.com/ad-92621.html,18000 دينار,"

2016 Mercedes Benz G63 AMG

2016 Mercedes Benz G63 AMG for sale, slightly used with low mileage and i am selling this car due to some personal issues, very good

",عمان، Amman, 01/02/2021
9,https://jo.sogarab.com/ad-92330.html,30000 دينار,"

audi s8 للبيع

اودي s8 2007 للبيع او البدل بسيارة بنفس السعر او اقل
السيارة فحص كامل فل كامل

",عمان، القويسمة, 12/16/2020
10,https://jo.sogarab.com/ad-91936.html,6500 دينار,"

2013 Jeep Wrangler Unlimited Rubicon 

2013 Jeep Wrangler Unlimited Rubicon for sale , it is still very clean and neat, full option with perfect tyres, no mechanical fault or

",عمان، oman, 11/18/2020
11,https://jo.sogarab.com/ad-91659.html,5250 دينار,"

شفروليه اوبترا 2005

ماتور 1600
الفحص مرفق
ترخيص بشهر 4/2021
ماتور جديد
صيانة كاملة
حساسات رجوع 

",عمان، عمان, 10/30/2020
12,https://jo.sogarab.com/ad-90817.html,7000 دينار,"

تنك ماء تويوتا ديانا 4 متر للبيع 

تنك ماء تويوتا ديانا 4 متر مغلفن جديد 4 ملم موديل 83 نفض كامل افرهول جديد بحاله

",عمان، الفيصلية, 09/09/2020
13,https://jo.sogarab.com/ad-90770.html,22000 دينار,"

تويوتا أفالون 2016 ليمتد ايديشن اعلى صنف لون لؤلؤي فحص كامل

تويوتا افالون هايبرد موديل 2016 وارد امريكا 
فل الفل LIMITED ليمتد ايديشن اعلى

",الزرقاء، الزرقاء, 09/06/2020
14,https://jo.sogarab.com/ad-90175.html,11200 دينار,"

هونداي ايونيك ????للبيع 

هونداي ايونيك للبيع بلون اسود مميز و تحتوي على مميزات عدة للتواصل على

",الزرقاء، الاررن, 07/28/2020
15,https://jo.sogarab.com/ad-90173.html,14500 دينار,"

2020 Toyota Supra 3.0 Premium RWD

2020 2020 Toyota Supra 3.0 Premium for sale in good and perfect working condition, no accident, no mechanical issues, very clean in and

",عمان، Amman, 07/28/2020
16,https://jo.sogarab.com/ad-87793.html,21500 دينار,"

2018 Lexus LX 570

I am advertising my 2018 Lexus LX 570 for sale, the car is in perfect condition and it runs on low mileage, contact me for more

",عمان، amman, 04/04/2020
17,https://jo.sogarab.com/ad-87531.html,6500 دينار,"

2013 Jeep Wrangler Unlimited Rubicon

2013 Jeep Wrangler Unlimited Rubicon for sale , it is still very clean and neat,  full option with perfect tires, no mechanical fault or

",عمان، oman, 03/16/2020
18,https://jo.sogarab.com/ad-87310.html,14500 دينار,"

2020 Toyota Supra 3.0 Premium RWD

2020 Toyota Supra 3.0 Premium for sale in good and perfect working condition, no accident, no mechanical issues, very clean in and out,

",عمان، amman, 03/07/2020
19,https://jo.sogarab.com/ad-86993.html,10700 دينار,"

2018 Lexus IS 350

For sale 2018 Lexus IS 350 RWD,No accident record and there is no mechanical or engine fault,Mileage: 12,807 miles, First Owner.
for

",عمان، oman, 02/26/2020
20,https://jo.sogarab.com/ad-86846.html,17500 دينار,"

2016 Mercedes Benz G63 AMG

2016 Mercedes Benz G63 AMG for sale, slightly used with low mileage and i am selling this car due to some personal issues, very good

",عمان، Amman, 02/23/2020
21,https://jo.sogarab.com/ad-86228.html,15500 دينار,"

2016 Nissan patrol le platinum

2016 Nissan patrol le platinum in good shape, clean and it is rarely used for some months, it runs on low kilometers, perfect tires, Gcc

",عمان، amman, 02/06/2020
22,https://jo.sogarab.com/ad-85838.html,6500 دينار,"

2015 Toyota FJ Cruiser

2015 Toyota FJ Cruiser for sale, still very clean in and out. The car is in good and perfect condition, The car has perfect tires and it

",عمان، amman, 01/27/2020
